Year,MDB,Region,Industry,Area_watered,L_meta,Volume_applied,W_meta,Tree_br,Tree_nbr,K_Almonds,K_meta
2009,sMDB,NSW Murray Above,Vegetables,313,2,1658,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Above,Vegetables,557,2,2760,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Above,Vegetables,640,1,2349,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Above,Vegetables,766,1,3358,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Above,Vegetables,1066,1,5587,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Above,Vegetables,857,1,5287,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Above,Vegetables,1188,1,6258,1,NA,NA,NA,NA
2016,sMDB,NSW Murray Above,Vegetables,1269,1,6840,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Above,Vegetables,1210,1,6390,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Above,Vegetables,1009,1,7123,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Above,Vegetables,883,2,6431,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Above,Vegetables,377,2,1891,2,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,All other crops,16054,2,30739,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,All other crops,10766,8,16090,8,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,All other crops,3002,8,5827,4,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,All other crops,3428,8,6787,4,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,All other crops,9780,8,12968,8,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,All other crops,8757,1,11237,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,All other crops,11210,1,21688,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,All other crops,15914,1,34320,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,All other crops,17896,1,55782,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,All other crops,11668,1,25522,1,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,All other crops,13301,1,18770,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,All other crops,10563,8,13876,8,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,All other crops,15016,1,19628,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,All other crops,11126,2,20508,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,All other crops,4582,8,7147,8,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Almonds,118,5,1156,4,32180,20935,1,1
2007,sMDB,NSW Murray Below,Almonds,263,5,2592,4,58989,30184,1,1
2008,sMDB,NSW Murray Below,Almonds,342,5,3253,4,NA,NA,1,3
2009,sMDB,NSW Murray Below,Almonds,348,5,3636,4,49173,11662,1,1
2010,sMDB,NSW Murray Below,Almonds,358,5,3631,4,NA,NA,1,3
2011,sMDB,NSW Murray Below,Almonds,359,5,3682,4,49173,10560,1,1
2012,sMDB,NSW Murray Below,Almonds,963,5,10140,4,48000,9293,1,1
2013,sMDB,NSW Murray Below,Almonds,1188,5,13201,4,46197,NA,1,1
2014,sMDB,NSW Murray Below,Almonds,225,5,2000,4,12267,NA,1,1
2015,sMDB,NSW Murray Below,Almonds,158,5,1590,4,15911,NA,1,1
2016,sMDB,NSW Murray Below,Almonds,128,5,1403,4,NA,7947,1,1
2017,sMDB,NSW Murray Below,Almonds,3293,5,15175,4,26641,243770,0,1
2018,sMDB,NSW Murray Below,Almonds,7739,5,31166,4,38838,1429955,0,1
2019,sMDB,NSW Murray Below,Almonds,9570,5,54568,4,126215,538082,0,2
2020,sMDB,NSW Murray Below,Almonds,10290,5,NA,6,491698,245701,1,2
2006,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Cotton,0,7,0,7,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Fruit,290,3,2044,4,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Fruit,300,3,2210,4,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Fruit,309,3,2351,4,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Fruit,319,3,2415,4,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Fruit,329,5,2309,4,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Fruit,338,3,1631,7,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Fruit,348,3,2799,7,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Fruit,358,5,2474,7,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Fruit,351,3,3318,7,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Fruit,344,3,3004,7,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Fruit,338,5,2920,7,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Fruit,349,3,3726,7,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Fruit,361,3,2499,7,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Fruit,372,5,3202,4,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Fruit,383,7,3200,4,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Grapevines,1256,2,4481,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Grapevines,628,2,3026,2,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Grapevines,813,2,2362,2,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Grapevines,882,2,2513,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Grapevines,850,3,2415,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Grapevines,818,1,2245,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Grapevines,1261,1,5607,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Grapevines,1416,1,6256,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Grapevines,355,1,1332,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Grapevines,290,1,1291,1,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Grapevines,344,1,1882,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Grapevines,79,1,428,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Grapevines,313,1,1528,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Grapevines,246,2,1184,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Grapevines,225,2,1214,2,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Pastures - Grazing,48405,2,131728,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Pastures - Grazing,19016,2,49610,2,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Pastures - Grazing,11481,2,28892,2,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Pastures - Grazing,13734,2,36927,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Pastures - Grazing,23816,2,44836,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Pastures - Grazing,16147,1,28072,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Pastures - Grazing,26693,1,57610,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Pastures - Grazing,21013,1,59234,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Pastures - Grazing,24437,1,50088,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Pastures - Grazing,19360,2,52648,2,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Pastures - Grazing,18810,1,36383,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Pastures - Grazing,16198,1,44225,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Pastures - Grazing,17591,1,49509,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Pastures - Grazing,12686,2,29158,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Pastures - Grazing,4899,2,11838,2,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Pastures - Hay,8063,2,22536,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Pastures - Hay,6719,2,17873,2,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Pastures - Hay,1800,2,4847,2,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Pastures - Hay,1835,2,4795,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Pastures - Hay,3727,2,7449,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Pastures - Hay,2284,1,3970,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Pastures - Hay,3190,1,9892,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Pastures - Hay,2993,1,6710,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Pastures - Hay,6383,1,14057,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Pastures - Hay,5235,4,14058,4,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Pastures - Hay,3583,1,7515,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Pastures - Hay,6838,1,17831,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Pastures - Hay,2760,1,5398,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Pastures - Hay,4503,2,9901,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Pastures - Hay,3490,2,6726,2,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Rice,10583,2,133490,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Rice,3079,2,38394,2,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Rice,286,2,3877,2,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Rice,1159,2,16629,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Rice,2289,2,31432,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Rice,9507,1,93232,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Rice,9532,1,94040,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Rice,9248,1,114186,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Rice,4881,1,58326,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Rice,6768,1,79527,1,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Rice,903,1,12020,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Rice,7336,1,61418,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Rice,3553,1,44758,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Rice,382,2,3129,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Rice,68,2,949,2,NA,NA,NA,NA
2006,sMDB,NSW Murray Below,Vegetables,408,2,2667,2,NA,NA,NA,NA
2007,sMDB,NSW Murray Below,Vegetables,408,2,2289,2,NA,NA,NA,NA
2008,sMDB,NSW Murray Below,Vegetables,193,2,1168,2,NA,NA,NA,NA
2009,sMDB,NSW Murray Below,Vegetables,184,2,973,2,NA,NA,NA,NA
2010,sMDB,NSW Murray Below,Vegetables,326,2,1619,2,NA,NA,NA,NA
2011,sMDB,NSW Murray Below,Vegetables,389,1,1773,1,NA,NA,NA,NA
2012,sMDB,NSW Murray Below,Vegetables,395,1,2585,1,NA,NA,NA,NA
2013,sMDB,NSW Murray Below,Vegetables,36,1,108,1,NA,NA,NA,NA
2014,sMDB,NSW Murray Below,Vegetables,326,1,2779,1,NA,NA,NA,NA
2015,sMDB,NSW Murray Below,Vegetables,453,1,3362,1,NA,NA,NA,NA
2016,sMDB,NSW Murray Below,Vegetables,337,1,2805,1,NA,NA,NA,NA
2017,sMDB,NSW Murray Below,Vegetables,327,1,1825,1,NA,NA,NA,NA
2018,sMDB,NSW Murray Below,Vegetables,357,1,1707,1,NA,NA,NA,NA
2019,sMDB,NSW Murray Below,Vegetables,402,2,2932,2,NA,NA,NA,NA
2020,sMDB,NSW Murray Below,Vegetables,172,2,874,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,All other crops,101001,8,364082,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,All other crops,105829,8,308751,8,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,All other crops,74581,8,223780,4,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,All other crops,55909,8,175185,4,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,All other crops,58831,8,188915,8,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,All other crops,62215,1,140740,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,All other crops,91524,1,264974,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,All other crops,96694,1,351284,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,All other crops,123913,8,398425,8,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,All other crops,90308,1,304857,1,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,All other crops,103602,1,255705,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,All other crops,77882,1,197342,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,All other crops,87246,1,237345,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,All other crops,74697,2,212942,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,All other crops,48438,8,111989,8,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Almonds,878,5,2187,4,10506,257935,0,1
2007,sMDB,NSW Murrumbidgee,Almonds,1959,5,3444,4,18,173757,0,1
2008,sMDB,NSW Murrumbidgee,Almonds,2544,5,4147,4,NA,NA,0,3
2009,sMDB,NSW Murrumbidgee,Almonds,2592,5,7887,4,68498,225779,0,1
2010,sMDB,NSW Murrumbidgee,Almonds,2663,5,14365,4,NA,NA,1,3
2011,sMDB,NSW Murrumbidgee,Almonds,2670,5,22895,7,200439,39979,1,1
2012,sMDB,NSW Murrumbidgee,Almonds,2135,5,12982,7,71200,14415,1,1
2013,sMDB,NSW Murrumbidgee,Almonds,1947,5,13024,7,116819,1352,1,1
2014,sMDB,NSW Murrumbidgee,Almonds,3086,5,18797,7,141709,4855,1,1
2015,sMDB,NSW Murrumbidgee,Almonds,4298,5,33460,7,261654,173853,1,1
2016,sMDB,NSW Murrumbidgee,Almonds,7388,5,62098,7,352345,66641,1,1
2017,sMDB,NSW Murrumbidgee,Almonds,8516,5,49772,7,298576,371308,0,1
2018,sMDB,NSW Murrumbidgee,Almonds,5506,5,39504,7,395228,454236,0,1
2019,sMDB,NSW Murrumbidgee,Almonds,6809,5,41627,4,471995,458096,1,2
2020,sMDB,NSW Murrumbidgee,Almonds,7321,5,55697,4,887235,420686,1,2
2006,sMDB,NSW Murrumbidgee,Cotton,2999,2,26188,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Cotton,3999,2,33877,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Cotton,1192,2,11930,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Cotton,9451,4,59906,4,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Cotton,11427,4,77942,4,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Cotton,13266,1,66416,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Cotton,23595,1,178524,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Cotton,24539,1,227216,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Cotton,24517,1,218239,1,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Cotton,20372,1,183977,1,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Cotton,35085,1,325587,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Cotton,35944,1,334179,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Cotton,56148,1,535937,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Cotton,43077,2,352661,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Cotton,12330,2,126925,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Fruit,12389,2,58162,4,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Fruit,11393,2,58301,4,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Fruit,11050,2,54819,4,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Fruit,10812,2,56556,4,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Fruit,10487,2,50229,4,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Fruit,11053,1,38140,7,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Fruit,11136,1,44406,7,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Fruit,9700,1,51980,7,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Fruit,8868,1,48223,7,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Fruit,10488,1,58800,7,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Fruit,10948,1,60389,7,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Fruit,10105,1,56672,7,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Fruit,10036,7,66120,7,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Fruit,10381,7,62747,4,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Fruit,11920,7,69661,4,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Grapevines,18859,2,92083,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Grapevines,17803,2,91040,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Grapevines,15465,2,66351,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Grapevines,17674,2,81870,2,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Grapevines,18001,2,76335,2,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Grapevines,20144,1,59634,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Grapevines,17518,1,62610,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Grapevines,16713,1,83905,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Grapevines,18393,1,84151,1,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Grapevines,18337,1,86043,1,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Grapevines,16340,1,68717,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Grapevines,16880,1,67842,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Grapevines,19686,1,84909,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Grapevines,15030,2,76895,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Grapevines,14093,2,62717,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Pastures - Grazing,64102,2,177711,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Pastures - Grazing,34368,2,99445,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Pastures - Grazing,26035,2,62543,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Pastures - Grazing,23929,2,75678,2,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Pastures - Grazing,25239,2,65081,2,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Pastures - Grazing,23460,1,46593,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Pastures - Grazing,29881,1,60354,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Pastures - Grazing,29059,1,94724,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Pastures - Grazing,30079,1,74034,1,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Pastures - Grazing,36669,4,101467,4,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Pastures - Grazing,29874,2,70980,2,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Pastures - Grazing,48781,1,113064,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Pastures - Grazing,33001,1,88195,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Pastures - Grazing,20751,2,59280,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Pastures - Grazing,18895,2,41058,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Pastures - Hay,13208,4,61758,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Pastures - Hay,15029,2,48250,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Pastures - Hay,5868,2,19019,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Pastures - Hay,9447,4,14947,2,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Pastures - Hay,8818,4,18035,2,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Pastures - Hay,5441,1,13715,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Pastures - Hay,4731,1,15964,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Pastures - Hay,5917,1,24523,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Pastures - Hay,3159,1,13906,1,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Pastures - Hay,9814,4,31208,4,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Pastures - Hay,10598,1,45995,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Pastures - Hay,7400,4,20884,4,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Pastures - Hay,8089,1,35608,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Pastures - Hay,10898,2,32122,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Pastures - Hay,5890,2,23804,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Rice,55922,2,691712,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Rice,12725,2,153936,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Rice,1266,2,16601,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Rice,4660,2,66179,2,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Rice,21805,4,274566,4,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Rice,43373,1,457077,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Rice,54386,1,662185,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Rice,65005,1,841035,1,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Rice,36668,1,484575,1,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Rice,39793,1,510651,1,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Rice,18983,1,236852,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Rice,44493,1,532299,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Rice,34840,1,412985,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Rice,4267,2,48265,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Rice,3619,2,46833,2,NA,NA,NA,NA
2006,sMDB,NSW Murrumbidgee,Vegetables,5897,2,29973,2,NA,NA,NA,NA
2007,sMDB,NSW Murrumbidgee,Vegetables,5897,2,23780,2,NA,NA,NA,NA
2008,sMDB,NSW Murrumbidgee,Vegetables,3245,2,14311,2,NA,NA,NA,NA
2009,sMDB,NSW Murrumbidgee,Vegetables,4208,2,22390,2,NA,NA,NA,NA
2010,sMDB,NSW Murrumbidgee,Vegetables,4337,3,22431,2,NA,NA,NA,NA
2011,sMDB,NSW Murrumbidgee,Vegetables,4467,1,20412,1,NA,NA,NA,NA
2012,sMDB,NSW Murrumbidgee,Vegetables,3213,1,14002,1,NA,NA,NA,NA
2013,sMDB,NSW Murrumbidgee,Vegetables,2997,3,13165,4,NA,NA,NA,NA
2014,sMDB,NSW Murrumbidgee,Vegetables,2781,3,11903,4,NA,NA,NA,NA
2015,sMDB,NSW Murrumbidgee,Vegetables,2565,1,13295,1,NA,NA,NA,NA
2016,sMDB,NSW Murrumbidgee,Vegetables,7910,1,27030,1,NA,NA,NA,NA
2017,sMDB,NSW Murrumbidgee,Vegetables,3243,1,13595,1,NA,NA,NA,NA
2018,sMDB,NSW Murrumbidgee,Vegetables,2429,1,11816,1,NA,NA,NA,NA
2019,sMDB,NSW Murrumbidgee,Vegetables,1803,2,8403,2,NA,NA,NA,NA
2020,sMDB,NSW Murrumbidgee,Vegetables,1576,2,7572,2,NA,NA,NA,NA
2006,nMDB,NSW Namoi,All other crops,NA,6,45654,2,NA,NA,NA,NA
2007,nMDB,NSW Namoi,All other crops,20786,9,53379,9,NA,NA,NA,NA
2008,nMDB,NSW Namoi,All other crops,43717,9,93461,9,NA,NA,NA,NA
2009,nMDB,NSW Namoi,All other crops,44262,2,107003,2,NA,NA,NA,NA
2010,nMDB,NSW Namoi,All other crops,29342,9,71826,9,NA,NA,NA,NA
2011,nMDB,NSW Namoi,All other crops,14800,1,27164,1,NA,NA,NA,NA
2012,nMDB,NSW Namoi,All other crops,11720,1,24043,1,NA,NA,NA,NA
2013,nMDB,NSW Namoi,All other crops,20987,1,45510,1,NA,NA,NA,NA
2014,nMDB,NSW Namoi,All other crops,23381,9,62076,9,NA,NA,NA,NA
2015,nMDB,NSW Namoi,All other crops,27965,9,55876,9,NA,NA,NA,NA
2016,nMDB,NSW Namoi,All other crops,17155,1,33638,1,NA,NA,NA,NA
2017,nMDB,NSW Namoi,All other crops,NA,6,NA,6,NA,NA,NA,NA
2018,nMDB,NSW Namoi,All other crops,14290,1,27992,1,NA,NA,NA,NA
2019,nMDB,NSW Namoi,All other crops,7563,2,17649,2,NA,NA,NA,NA
2020,nMDB,NSW Namoi,All other crops,8419,8,18414,8,NA,NA,NA,NA
2006,nMDB,NSW Namoi,Almonds,NA,6,NA,6,116,15,1,1
2007,nMDB,NSW Namoi,Almonds,NA,6,NA,6,NA,NA,NA,6
2008,nMDB,NSW Namoi,Almonds,NA,6,NA,6,NA,NA,NA,6
2009,nMDB,NSW Namoi,Almonds,NA,6,NA,6,NA,NA,NA,6
2010,nMDB,NSW Namoi,Almonds,NA,6,NA,6,NA,NA,NA,6
2011,nMDB,NSW Namoi,Almonds,12,1,1,1,40,NA,1,1
2012,nMDB,NSW Namoi,Almonds,NA,6,NA,6,NA,NA,NA,6
