Year,MDB,Region,Industry,Production,Units_Q,Q_meta,Commodity_price,Units_Y,GVIAP,G_meta
2020,sMDB,Eastern Mt Lofty,Pastures - Hay,6601,tonnes,7,359.8579545,$/t,2375578,2
2006,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,373.9185879,$/t,0,2
2007,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,449.0564573,$/t,0,2
2008,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,534.3109469,$/t,0,2
2009,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,706.6956577,$/t,0,2
2010,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,557.7509204,$/t,NA,6
2011,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,284.0412539,$/t,0,2
2012,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,312.3357148,$/t,0,2
2013,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,294.0733483,$/t,0,2
2014,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,374.3915161,$/t,NA,6
2015,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,427.6316528,$/t,NA,6
2016,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,447.3401776,$/t,NA,6
2017,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,328.3032086,$/t,NA,6
2018,sMDB,Eastern Mt Lofty,Rice,NA,tonnes,6,398.5611622,$/t,NA,6
2019,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,520.2299539,$/t,0,2
2020,sMDB,Eastern Mt Lofty,Rice,0,tonnes,7,769.1999515,$/t,0,2
2006,sMDB,Eastern Mt Lofty,Vegetables,238591,Quantity Index,7,183.3122284,Index,43736647,2
2007,sMDB,Eastern Mt Lofty,Vegetables,248424,Quantity Index,7,188.0442001,Index,46714785,2
2008,sMDB,Eastern Mt Lofty,Vegetables,275601,Quantity Index,7,197.8850974,Index,54537293,2
2009,sMDB,Eastern Mt Lofty,Vegetables,NA,Quantity Index,6,190.8960444,Index,NA,6
2010,sMDB,Eastern Mt Lofty,Vegetables,193168,Quantity Index,7,183.4651062,Index,35439570,2
2011,sMDB,Eastern Mt Lofty,Vegetables,211172,Quantity Index,7,198.0200298,Index,41816236,2
2012,sMDB,Eastern Mt Lofty,Vegetables,232327,Quantity Index,7,186.612162,Index,43355066,2
2013,sMDB,Eastern Mt Lofty,Vegetables,254531,Quantity Index,7,195.4148265,Index,49739059,2
2014,sMDB,Eastern Mt Lofty,Vegetables,NA,Quantity Index,6,191.6726343,Index,NA,6
2015,sMDB,Eastern Mt Lofty,Vegetables,214737,Quantity Index,7,193.8569763,Index,41628358,2
2016,sMDB,Eastern Mt Lofty,Vegetables,281549,Quantity Index,7,184.6275015,Index,51981688,2
2017,sMDB,Eastern Mt Lofty,Vegetables,307350,Quantity Index,7,184.6269725,Index,56745062,2
2018,sMDB,Eastern Mt Lofty,Vegetables,349240,Quantity Index,7,184.6263542,Index,64478854,2
2019,sMDB,Eastern Mt Lofty,Vegetables,235217,Quantity Index,7,184.6278663,Index,43427580,2
2020,sMDB,Eastern Mt Lofty,Vegetables,242403,Quantity Index,7,185.6549735,Index,45003336,2
2006,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,11510.18958,$/t,NA,6
2007,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,9582.048331,$/t,NA,6
2008,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,5448.615046,$/t,NA,6
2009,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,6118.05668,$/t,NA,6
2010,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,5008.225837,$/t,NA,6
2011,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,5917.11435,$/t,NA,6
2012,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,4858.514627,$/t,NA,6
2013,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,6220.782398,$/t,NA,6
2014,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,6827.231612,$/t,NA,6
2015,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,8769.155159,$/t,NA,6
2016,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,10251.52355,$/t,NA,6
2017,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,7139.536995,$/t,NA,6
2018,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,6592.384768,$/t,NA,6
2019,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,7600.219058,$/t,NA,6
2020,nMDB,NSW Barwon Darling,Almonds,NA,tonnes,6,7118.963784,$/t,NA,6
2014,sMDB,Eastern Mt Lofty,Cotton,NA,tonnes,6,2493.266841,$/t,NA,6
2015,sMDB,Eastern Mt Lofty,Cotton,NA,tonnes,6,2427.937221,$/t,NA,6
2016,sMDB,Eastern Mt Lofty,Cotton,NA,tonnes,6,2597.290254,$/t,NA,6
2017,sMDB,Eastern Mt Lofty,Cotton,NA,tonnes,6,2279.040994,$/t,NA,6
2018,sMDB,Eastern Mt Lofty,Cotton,NA,tonnes,6,2722.869025,$/t,NA,6
2019,sMDB,Eastern Mt Lofty,Cotton,0,tonnes,7,2764.340623,$/t,0,2
2020,sMDB,Eastern Mt Lofty,Cotton,0,tonnes,7,2458.667061,$/t,0,2
2006,nMDB,NSW Barwon Darling,Cotton,48193,tonnes,1,2283.561906,$/t,110052516,7
2007,nMDB,NSW Barwon Darling,Cotton,12485,tonnes,1,2391.134567,$/t,29852576,7
2008,nMDB,NSW Barwon Darling,Cotton,3962,tonnes,1,2459.105979,$/t,9743204,7
2009,nMDB,NSW Barwon Darling,Cotton,25864,tonnes,1,2629.558525,$/t,68012076,7
2010,nMDB,NSW Barwon Darling,Cotton,39866,tonnes,1,2613.360268,$/t,104184249,7
2011,nMDB,NSW Barwon Darling,Cotton,83052,tonnes,1,2648.423522,$/t,219956292,7
2012,nMDB,NSW Barwon Darling,Cotton,87562,tonnes,1,2785.55846,$/t,243909716,7
2013,nMDB,NSW Barwon Darling,Cotton,65429,tonnes,1,2394.873759,$/t,156695028,7
2006,nMDB,NSW Barwon Darling,Dairy,13,Litres,7,45.35562798,c/L,6,2
2007,nMDB,NSW Barwon Darling,Dairy,16,Litres,7,44.18388953,c/L,7,2
2008,nMDB,NSW Barwon Darling,Dairy,NA,Litres,6,63.86017256,c/L,NA,6
2009,nMDB,NSW Barwon Darling,Dairy,NA,Litres,6,52.93991903,c/L,NA,6
2010,nMDB,NSW Barwon Darling,Dairy,NA,Litres,6,45.51564231,c/L,NA,6
2011,nMDB,NSW Barwon Darling,Dairy,20,Litres,7,51.1190167,c/L,10,2
2012,nMDB,NSW Barwon Darling,Dairy,15,Litres,7,48.58514627,c/L,7,2
2013,nMDB,NSW Barwon Darling,Dairy,0,Litres,7,45.46826407,c/L,0,2
2014,nMDB,NSW Barwon Darling,Dairy,0,Litres,7,56.37971912,c/L,0,2
2015,nMDB,NSW Barwon Darling,Dairy,11896,Litres,7,52.50666978,c/L,6246,2
2016,nMDB,NSW Barwon Darling,Dairy,582064,Litres,7,47.94722992,c/L,279084,2
2017,nMDB,NSW Barwon Darling,Dairy,1361888,Litres,7,42.94221516,c/L,584825,2
2018,nMDB,NSW Barwon Darling,Dairy,706645,Litres,7,47.16344365,c/L,333278,2
2019,nMDB,NSW Barwon Darling,Dairy,911001,Litres,7,50.41205016,c/L,459254,2
2020,nMDB,NSW Barwon Darling,Dairy,736146,Litres,7,54.89484089,c/L,404106,2
2006,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,189.550382,Index,NA,6
2007,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,244.9244975,Index,NA,6
2008,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,191.052645,Index,NA,6
2009,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,185.0507341,Index,NA,6
2010,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,178.8605428,Index,NA,6
2011,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,215.1628869,Index,NA,6
2012,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,209.8483524,Index,NA,6
2013,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,176.9671937,Index,NA,6
2014,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,174.8881714,Index,NA,6
2015,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,184.4613059,Index,NA,6
2016,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,172.9895939,Index,NA,6
2017,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,172.9890981,Index,NA,6
2018,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,172.9885187,Index,NA,6
2019,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,172.9899356,Index,NA,6
2020,nMDB,NSW Barwon Darling,Fruit,NA,Quantity Index,6,173.9522996,Index,NA,6
2006,nMDB,NSW Barwon Darling,Grapevines,NA,tonnes,6,844.080569,$/t,NA,6
2007,nMDB,NSW Barwon Darling,Grapevines,NA,tonnes,6,871.7002301,$/t,NA,6
2008,nMDB,NSW Barwon Darling,Grapevines,NA,tonnes,6,1013.265238,$/t,NA,6
2009,nMDB,NSW Barwon Darling,Grapevines,2707,tonnes,1,658.0032389,$/t,1781222,7
2010,nMDB,NSW Barwon Darling,Grapevines,928,tonnes,1,566.1998364,$/t,525433,7
2011,nMDB,NSW Barwon Darling,Grapevines,0,tonnes,1,527.0952333,$/t,0,7
2012,nMDB,NSW Barwon Darling,Grapevines,2,tonnes,7,529.8094522,$/t,1150,2
2013,nMDB,NSW Barwon Darling,Grapevines,1083,tonnes,7,591.1002415,$/t,640358,2
2014,nMDB,NSW Barwon Darling,Grapevines,461,tonnes,7,514.5022572,$/t,237056,2
2015,nMDB,NSW Barwon Darling,Grapevines,318,tonnes,7,514.8148351,$/t,163666,2
2016,nMDB,NSW Barwon Darling,Grapevines,231,tonnes,7,581.0269861,$/t,134430,2
2017,nMDB,NSW Barwon Darling,Grapevines,155,tonnes,1,613.8586677,$/t,95201,7
2018,nMDB,NSW Barwon Darling,Grapevines,10524,tonnes,7,637.0461335,$/t,6704450,2
2019,nMDB,NSW Barwon Darling,Grapevines,8764,tonnes,7,691.9223634,$/t,6064039,2
2020,nMDB,NSW Barwon Darling,Grapevines,10487,tonnes,7,703.7237246,$/t,7380082,2
2006,nMDB,NSW Barwon Darling,Other broadacre,85,tonnes,7,488.229584,$/t,41594,2
2007,nMDB,NSW Barwon Darling,Other broadacre,46,tonnes,7,655.0838319,$/t,30200,2
2008,nMDB,NSW Barwon Darling,Other broadacre,17,tonnes,7,854.4373783,$/t,14789,2
2009,nMDB,NSW Barwon Darling,Other broadacre,NA,tonnes,6,732.6476923,$/t,NA,6
2010,nMDB,NSW Barwon Darling,Other broadacre,46,tonnes,7,528.2194012,$/t,24310,2
2011,nMDB,NSW Barwon Darling,Other broadacre,55,tonnes,7,638.0424404,$/t,35101,2
2012,nMDB,NSW Barwon Darling,Other broadacre,62,tonnes,7,602.3353149,$/t,37498,2
2013,nMDB,NSW Barwon Darling,Other broadacre,1930,tonnes,7,633.7563449,$/t,1223062,2
2014,nMDB,NSW Barwon Darling,Other broadacre,1007,tonnes,7,582.9070162,$/t,587073,2
2015,nMDB,NSW Barwon Darling,Other broadacre,890,tonnes,7,523.9931078,$/t,466493,2
2016,nMDB,NSW Barwon Darling,Other broadacre,1933,tonnes,7,578.5169668,$/t,1118465,2
2017,nMDB,NSW Barwon Darling,Other broadacre,1528,tonnes,7,556.4639128,$/t,850547,2
2018,nMDB,NSW Barwon Darling,Other broadacre,696,tonnes,7,538.8916888,$/t,375329,2
2019,nMDB,NSW Barwon Darling,Other broadacre,987,tonnes,7,588.2991785,$/t,580433,2
2020,nMDB,NSW Barwon Darling,Other broadacre,457,tonnes,7,615.3916667,$/t,281501,2
2006,nMDB,NSW Barwon Darling,Other cereals,6480,tonnes,7,287.8437626,$/t,1865177,2
2007,nMDB,NSW Barwon Darling,Other cereals,NA,tonnes,6,365.1845866,$/t,NA,6
2008,nMDB,NSW Barwon Darling,Other cereals,10181,tonnes,7,508.4463074,$/t,5176347,2
2009,nMDB,NSW Barwon Darling,Other cereals,NA,tonnes,6,366.4111921,$/t,NA,6
2010,nMDB,NSW Barwon Darling,Other cereals,14186,tonnes,7,280.6341633,$/t,3981015,2
2011,nMDB,NSW Barwon Darling,Other cereals,4593,tonnes,7,372.5952401,$/t,1711303,2
2012,nMDB,NSW Barwon Darling,Other cereals,10229,tonnes,7,299.6815141,$/t,3065380,2
2013,nMDB,NSW Barwon Darling,Other cereals,8406,tonnes,7,371.0165272,$/t,3118764,2
2014,nMDB,NSW Barwon Darling,Other cereals,10120,tonnes,7,347.1586843,$/t,3513280,2
2015,nMDB,NSW Barwon Darling,Other cereals,NA,tonnes,6,334.9545556,$/t,NA,6
2016,nMDB,NSW Barwon Darling,Other cereals,6349,tonnes,7,324.5605339,$/t,2060608,2
2017,nMDB,NSW Barwon Darling,Other cereals,12386,tonnes,7,274.9998008,$/t,3406225,2
2018,nMDB,NSW Barwon Darling,Other cereals,13883,tonnes,7,305.7518409,$/t,4244808,2
2019,nMDB,NSW Barwon Darling,Other cereals,11141,tonnes,7,400.067449,$/t,4457288,2
2020,nMDB,NSW Barwon Darling,Other cereals,7277,tonnes,7,371.6,$/t,2703980,2
2006,nMDB,NSW Barwon Darling,Pastures - Grazing,9901,Quantity Index,7,86.60292787,Index,857498,2
2007,nMDB,NSW Barwon Darling,Pastures - Grazing,NA,Quantity Index,6,84.21870114,Index,NA,6
2008,nMDB,NSW Barwon Darling,Pastures - Grazing,NA,Quantity Index,6,121.7940059,Index,NA,6
2009,nMDB,NSW Barwon Darling,Pastures - Grazing,0,Quantity Index,7,101.2085129,Index,15,2
2010,nMDB,NSW Barwon Darling,Pastures - Grazing,51395,Quantity Index,7,86.42311106,Index,4441758,2
2011,nMDB,NSW Barwon Darling,Pastures - Grazing,36581,Quantity Index,7,96.72808609,Index,3538456,2
2012,nMDB,NSW Barwon Darling,Pastures - Grazing,8445,Quantity Index,7,91.77955728,Index,775058,2
2013,nMDB,NSW Barwon Darling,Pastures - Grazing,5418,Quantity Index,7,85.27115503,Index,462015,2
2014,nMDB,NSW Barwon Darling,Pastures - Grazing,23943,Quantity Index,7,105.4992932,Index,2525985,2
2015,nMDB,NSW Barwon Darling,Pastures - Grazing,43354,Quantity Index,7,99.48762041,Index,4313199,2
2016,nMDB,NSW Barwon Darling,Pastures - Grazing,8337,Quantity Index,7,90.14382158,Index,751503,2
2017,nMDB,NSW Barwon Darling,Pastures - Grazing,18070,Quantity Index,7,82.11326853,Index,1483776,2
2018,nMDB,NSW Barwon Darling,Pastures - Grazing,17377,Quantity Index,7,90.00657185,Index,1564022,2
2019,nMDB,NSW Barwon Darling,Pastures - Grazing,17660,Quantity Index,7,96.20620261,Index,1699006,2
2020,nMDB,NSW Barwon Darling,Pastures - Grazing,7712,Quantity Index,7,100,Index,771151,2
2006,nMDB,NSW Barwon Darling,Pastures - Hay,NA,tonnes,6,158.7598298,$/t,NA,6
2007,nMDB,NSW Barwon Darling,Pastures - Hay,NA,tonnes,6,283.3862044,$/t,NA,6
2008,nMDB,NSW Barwon Darling,Pastures - Hay,706,tonnes,7,276.3811412,$/t,195032,2
2009,nMDB,NSW Barwon Darling,Pastures - Hay,0,tonnes,7,237.5589691,$/t,2,2
2010,nMDB,NSW Barwon Darling,Pastures - Hay,NA,tonnes,6,181.7773842,$/t,NA,6
2011,nMDB,NSW Barwon Darling,Pastures - Hay,0,tonnes,7,136.4333091,$/t,1,2
2012,nMDB,NSW Barwon Darling,Pastures - Hay,260,tonnes,7,133.7113109,$/t,34705,2
2013,nMDB,NSW Barwon Darling,Pastures - Hay,1257,tonnes,7,155.173298,$/t,195028,2
2014,nMDB,NSW Barwon Darling,Pastures - Hay,957,tonnes,7,168.0272339,$/t,160861,2
2015,nMDB,NSW Barwon Darling,Pastures - Hay,NA,tonnes,6,249.0569399,$/t,NA,6
2016,nMDB,NSW Barwon Darling,Pastures - Hay,994,tonnes,7,254.11595,$/t,252656,2
2017,nMDB,NSW Barwon Darling,Pastures - Hay,1190,tonnes,7,220.8458858,$/t,262823,2
2018,nMDB,NSW Barwon Darling,Pastures - Hay,1121,tonnes,7,194.9627831,$/t,218538,2
2019,nMDB,NSW Barwon Darling,Pastures - Hay,1410,tonnes,7,355.0949254,$/t,500652,2
2020,nMDB,NSW Barwon Darling,Pastures - Hay,865,tonnes,7,359.8579545,$/t,311139,2
2006,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,373.9185879,$/t,0,2
2007,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,449.0564573,$/t,0,2
2008,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,534.3109469,$/t,0,2
2009,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,706.6956577,$/t,0,2
2010,nMDB,NSW Barwon Darling,Rice,5001,tonnes,1,557.7509204,$/t,2789312,7
2011,nMDB,NSW Barwon Darling,Rice,4887,tonnes,1,284.0412539,$/t,1388110,7
2012,nMDB,NSW Barwon Darling,Rice,875,tonnes,1,312.3357148,$/t,273398,7
2013,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,294.0733483,$/t,106,2
2014,nMDB,NSW Barwon Darling,Rice,2,tonnes,7,374.3915161,$/t,869,2
2015,nMDB,NSW Barwon Darling,Rice,NA,tonnes,6,427.6316528,$/t,NA,6
2016,nMDB,NSW Barwon Darling,Rice,NA,tonnes,6,447.3401776,$/t,NA,6
2017,nMDB,NSW Barwon Darling,Rice,90,tonnes,7,328.3032086,$/t,29386,2
2018,nMDB,NSW Barwon Darling,Rice,130,tonnes,7,398.5611622,$/t,51633,2
2019,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,520.2299539,$/t,0,2
2020,nMDB,NSW Barwon Darling,Rice,0,tonnes,7,769.1999515,$/t,0,2
2006,nMDB,NSW Barwon Darling,Vegetables,NA,Quantity Index,6,183.3122284,Index,NA,6
2007,nMDB,NSW Barwon Darling,Vegetables,NA,Quantity Index,6,188.0442001,Index,NA,6
2008,nMDB,NSW Barwon Darling,Vegetables,NA,Quantity Index,6,197.8850974,Index,NA,6
2009,nMDB,NSW Barwon Darling,Vegetables,48,Quantity Index,7,190.8960444,Index,9250,2
2010,nMDB,NSW Barwon Darling,Vegetables,61,Quantity Index,7,183.4651062,Index,11195,2
2011,nMDB,NSW Barwon Darling,Vegetables,78,Quantity Index,7,198.0200298,Index,15443,2
2012,nMDB,NSW Barwon Darling,Vegetables,11290,Quantity Index,7,186.612162,Index,2106803,2
2013,nMDB,NSW Barwon Darling,Vegetables,NA,Quantity Index,6,195.4148265,Index,NA,6
2014,nMDB,NSW Barwon Darling,Vegetables,234,Quantity Index,7,191.6726343,Index,44834,2
2015,nMDB,NSW Barwon Darling,Vegetables,164,Quantity Index,7,193.8569763,Index,31870,2
2016,nMDB,NSW Barwon Darling,Vegetables,287,Quantity Index,7,184.6275015,Index,53065,2
2017,nMDB,NSW Barwon Darling,Vegetables,7582,Quantity Index,7,184.6269725,Index,1399806,2
2018,nMDB,NSW Barwon Darling,Vegetables,8217,Quantity Index,7,184.6263542,Index,1517080,2
2019,nMDB,NSW Barwon Darling,Vegetables,6098,Quantity Index,7,184.6278663,Index,1125941,2
2020,nMDB,NSW Barwon Darling,Vegetables,5727,Quantity Index,7,185.6549735,Index,1063235,2
2006,nMDB,NSW Border Rivers,Almonds,0,tonnes,1,11510.18958,$/t,3,7
2007,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,9582.048331,$/t,NA,6
2008,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,5448.615046,$/t,NA,6
2009,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,6118.05668,$/t,NA,6
2010,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,5008.225837,$/t,NA,6
2011,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,5917.11435,$/t,NA,6
2012,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,4858.514627,$/t,NA,6
2013,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,6220.782398,$/t,NA,6
2014,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,6827.231612,$/t,NA,6
2015,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,8769.155159,$/t,NA,6
2016,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,10251.52355,$/t,NA,6
2017,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,7139.536995,$/t,NA,6
2018,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,6592.384768,$/t,NA,6
2019,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,7600.219058,$/t,NA,6
2020,nMDB,NSW Border Rivers,Almonds,NA,tonnes,6,7118.963784,$/t,NA,6
2014,nMDB,NSW Barwon Darling,Cotton,65392,tonnes,1,2493.266841,$/t,163038767,7
2015,nMDB,NSW Barwon Darling,Cotton,26125,tonnes,1,2427.937221,$/t,63428707,7
2016,nMDB,NSW Barwon Darling,Cotton,39938,tonnes,1,2597.290254,$/t,103729914,7
2017,nMDB,NSW Barwon Darling,Cotton,47447,tonnes,1,2279.040994,$/t,108134385,7
2018,nMDB,NSW Barwon Darling,Cotton,53588,tonnes,1,2722.869025,$/t,145914408,7
2019,nMDB,NSW Barwon Darling,Cotton,24237,tonnes,7,2764.340623,$/t,66999898,2
2020,nMDB,NSW Barwon Darling,Cotton,5851,tonnes,7,2458.667061,$/t,14384450,2
2006,nMDB,NSW Border Rivers,Cotton,46638,tonnes,1,2283.561906,$/t,106501078,7
2007,nMDB,NSW Border Rivers,Cotton,17687,tonnes,1,2391.134567,$/t,42292843,7
2008,nMDB,NSW Border Rivers,Cotton,6308,tonnes,1,2459.105979,$/t,15510944,7
2009,nMDB,NSW Border Rivers,Cotton,18713,tonnes,1,2629.558525,$/t,49207902,7
2010,nMDB,NSW Border Rivers,Cotton,34363,tonnes,1,2613.360268,$/t,89803885,7
2011,nMDB,NSW Border Rivers,Cotton,75657,tonnes,1,2648.423522,$/t,200371239,7
2012,nMDB,NSW Border Rivers,Cotton,78507,tonnes,1,2785.55846,$/t,218684613,7
2013,nMDB,NSW Border Rivers,Cotton,77632,tonnes,1,2394.873759,$/t,185919071,7
2006,nMDB,NSW Border Rivers,Dairy,14604318,Litres,7,45.35562798,c/L,6623880,2
2007,nMDB,NSW Border Rivers,Dairy,13355270,Litres,7,44.18388953,c/L,5900878,2
2008,nMDB,NSW Border Rivers,Dairy,8008353,Litres,7,63.86017256,c/L,5114148,2
2009,nMDB,NSW Border Rivers,Dairy,14032870,Litres,7,52.93991903,c/L,7428990,2
2010,nMDB,NSW Border Rivers,Dairy,16930658,Litres,7,45.51564231,c/L,7706098,2
2011,nMDB,NSW Border Rivers,Dairy,7105061,Litres,7,51.1190167,c/L,3632037,2
2012,nMDB,NSW Border Rivers,Dairy,8757704,Litres,7,48.58514627,c/L,4254943,2
2013,nMDB,NSW Border Rivers,Dairy,737793,Litres,7,45.46826407,c/L,335462,2
2014,nMDB,NSW Border Rivers,Dairy,133190,Litres,7,56.37971912,c/L,75092,2
2015,nMDB,NSW Border Rivers,Dairy,155354,Litres,7,52.50666978,c/L,81571,2
2016,nMDB,NSW Border Rivers,Dairy,104238,Litres,7,47.94722992,c/L,49979,2
2017,nMDB,NSW Border Rivers,Dairy,212946,Litres,7,42.94221516,c/L,91444,2
2018,nMDB,NSW Border Rivers,Dairy,29842,Litres,7,47.16344365,c/L,14075,2
2019,nMDB,NSW Border Rivers,Dairy,339750,Litres,7,50.41205016,c/L,171275,2
2020,nMDB,NSW Border Rivers,Dairy,865,Litres,7,54.89484089,c/L,475,2
2006,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,189.550382,Index,NA,6
2007,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,244.9244975,Index,NA,6
2008,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,191.052645,Index,NA,6
2009,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,185.0507341,Index,NA,6
2010,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,178.8605428,Index,NA,6
2011,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,215.1628869,Index,NA,6
2012,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,209.8483524,Index,NA,6
2013,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,176.9671937,Index,NA,6
2014,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,174.8881714,Index,NA,6
2015,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,184.4613059,Index,NA,6
2016,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,172.9895939,Index,NA,6
2017,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,172.9890981,Index,NA,6
2018,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,172.9885187,Index,NA,6
2019,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,172.9899356,Index,NA,6
2020,nMDB,NSW Border Rivers,Fruit,NA,Quantity Index,6,173.9522996,Index,NA,6
2006,nMDB,NSW Border Rivers,Grapevines,NA,tonnes,6,844.080569,$/t,NA,6
2007,nMDB,NSW Border Rivers,Grapevines,NA,tonnes,6,871.7002301,$/t,NA,6
2008,nMDB,NSW Border Rivers,Grapevines,NA,tonnes,6,1013.265238,$/t,NA,6
2009,nMDB,NSW Border Rivers,Grapevines,0,tonnes,1,658.0032389,$/t,0,7
2010,nMDB,NSW Border Rivers,Grapevines,66,tonnes,1,566.1998364,$/t,37120,7
2011,nMDB,NSW Border Rivers,Grapevines,268,tonnes,1,527.0952333,$/t,141292,7
2012,nMDB,NSW Border Rivers,Grapevines,76,tonnes,1,529.8094522,$/t,40266,7
2013,nMDB,NSW Border Rivers,Grapevines,95,tonnes,1,591.1002415,$/t,56155,7
2014,nMDB,NSW Border Rivers,Grapevines,95,tonnes,1,514.5022572,$/t,48878,7
2015,nMDB,NSW Border Rivers,Grapevines,29,tonnes,1,514.8148351,$/t,14930,7
2016,nMDB,NSW Border Rivers,Grapevines,684,tonnes,1,581.0269861,$/t,397617,7
2017,nMDB,NSW Border Rivers,Grapevines,100,tonnes,1,613.8586677,$/t,61492,7
2018,nMDB,NSW Border Rivers,Grapevines,NA,tonnes,6,637.0461335,$/t,NA,6
2019,nMDB,NSW Border Rivers,Grapevines,0,tonnes,7,691.9223634,$/t,0,2
2020,nMDB,NSW Border Rivers,Grapevines,6,tonnes,7,703.7237246,$/t,4571,2
2006,nMDB,NSW Border Rivers,Other broadacre,1023,tonnes,7,488.229584,$/t,499510,2
2007,nMDB,NSW Border Rivers,Other broadacre,828,tonnes,7,655.0838319,$/t,542090,2
2008,nMDB,NSW Border Rivers,Other broadacre,1254,tonnes,7,854.4373783,$/t,1071703,2
2009,nMDB,NSW Border Rivers,Other broadacre,1561,tonnes,7,732.6476923,$/t,1143908,2
2010,nMDB,NSW Border Rivers,Other broadacre,1257,tonnes,7,528.2194012,$/t,664152,2
2011,nMDB,NSW Border Rivers,Other broadacre,283,tonnes,7,638.0424404,$/t,180280,2
2012,nMDB,NSW Border Rivers,Other broadacre,18,tonnes,7,602.3353149,$/t,10671,2
2013,nMDB,NSW Border Rivers,Other broadacre,1943,tonnes,7,633.7563449,$/t,1231095,2
2014,nMDB,NSW Border Rivers,Other broadacre,11,tonnes,7,582.9070162,$/t,6253,2
